,Dizi İsimleri,Yapım Yılı,Bölüm Sayısı,Sezon Sayısı,Yönetmen,Senarist,Platform,Türler,Aile,Dram,Komedi,Aksiyon,Polisiye,Tarihi,Romantik,Yapım Şirketi,Başroller,Gösterim Süresi,Besteci,Ödüllü Yönetmen,Ödüllü Aktör,İhraç,Sonuç
364,İkizler Memo-Can,2018,25,1,Erol Özlevi,Özlem Atasoy,Kanal D,"['Komedi', 'Aile']",1,0,1,0,0,0,0,Erler Film,"Nehir Erdoğan,Özgürcan Çevik,Emir Berke Zincidi,Burak Hakkı,Tuğba Çınar,Atilla Saral",120,Murat Evgin,0,0,0,Başarısız
365,İnsanlık Suçu,2018,8,1,Reyhan Peker,Can Sinan,Kanal D,['Dram'],0,1,0,0,0,0,0,Pastel Film,"Kaan Yıldırım,Gizem Karaca,Melike İpek Yalova,Laçin Ceylan,Deniz Uğur,Serkay Tütüncü,Ahmet Mümtaz Taylan",140,Sound,0,0,0,Başarısız
366,Jet Sosyete,2018,59,3,Hakan Algül,Gülse Birsel,Star TV,"['Sit-com', 'Aile']",1,0,1,0,0,0,0,BKM,"Gülse Birsel,Derya Karadaş,Cengiz Bozkurt,Sarp Apak,Ayşenil Şamlıoğlu,Çağlar Çorumlu,Aslı Bekiroğlu",70,Unknown,0,1,0,Başarılı
367,Kalbimin Sultanı,2018,8,1,Unknown,Unknown,Star TV,['Tarihî'],0,0,0,0,0,1,0,Maya Productions,"Ali Ersan Duru,Alexandra Nikiforova,Tansel Öngel,Emel Çölgeçen",80,Unknown,0,0,0,Başarısız
368,Keşke Hiç Büyümeseydik,2018,4,1,Unknown,Unknown,Show TV,['unknown'],1,0,1,0,0,0,0,Unknown,"Ege Aydan,Burcu Kara,Deniz Celiloğlu",120,Unknown,0,0,0,Başarısız
369,Kızım,2018,34,1,Gökçen Usta,Banu Kiremitçi,TV8,"['Dram', 'Aile']",1,1,0,0,0,0,0,Medyapım,"Buğra Gülsoy,Leyla Lydia Tuğutlu,Beren Gökyıldız",120,Unknown,0,0,0,Başarısız
370,Koca Koca Yalanlar,2018,12,1,Osman Taşcı,Gül Abus Semerci,Kanal D,"['Dram', 'Komedi']",0,1,1,0,0,0,0,Limon Film,"Hakan Yılmaz,Evrim Alasya,Selen Uçer,Pelin Öztekin",120,Güldiyar Tanrıdağlı,0,0,0,Başarısız
371,Kocaman Ailem,2018,8,1,Sadullah Şentürk,Berat Deniz,atv,"['Dram', 'Komedi', 'Aile']",1,1,1,0,0,0,0,Mia Yapım,"Levent Ülgen,Emre Karayel,Özlem Türkad,Çağla Demir,Necmi Yapıcı,Berkay Tulumbacı,Çağrı Çıtanak,Zeynep Gülmez",140,Unknown,0,0,0,Başarısız
372,Masum Değiliz,2018,6,1,Serkan İpekören,Bekir Baran Sıtkı,atv,['Dram'],0,1,0,0,0,0,0,Koliba Film,"Uraz Kaygılaroğlu,Damla Sönmez,Ushan Çakır,Aras Aydın,Sercan Badur",120,Unknown,0,0,0,Başarısız
373,Mehmetçik: Kutlu Zafer,2018,14,1,Mustafa Şevki Doğan,Mehmet Bozdağ,TRT 1,"['Tarihî', 'Kurgu', 'Savaş']",0,0,0,1,0,1,0,Bozdağ Film,"Kaan Taşaner,İsmail Hacıoğlu,İsmail Ege Şaşmaz,Cansu Tosun,Özgü Kaya,İlker Aksum,Serdar Gökhan",120,Alpay Göltekin,0,0,0,Başarısız
374,Mehmetçik: Kut'ül-Amare,2018,19,1,Mustafa Şevki Doğan,Mehmet Bozdağ,TRT 1,"['Tarihî', 'Kurgu', 'Savaş']",0,0,0,1,0,1,0,Bozdağ Film,"Kaan Taşaner,İsmail Hacıoğlu,İsmail Ege Şaşmaz,Cansu Tosun,Özgü Kaya,İlker Aksum,Serdar Gökhan",120,Zeynep Alasya,0,0,0,Başarısız
375,Mehmed: Bir Cihan Fatihi,2018,6,1,Cevdet Mercan,Ercan Mehmet Erdem,Kanal D,"['Tarihî', 'Kurgu']",0,0,0,0,0,1,0,O3 Medya,"Kenan İmirzalıoğlu,Çetin Tekindor,Gürkan Uygun,Büşra Develi,Hazal Filiz Küçükköse",120,Unknown,0,1,0,Başarısız
376,Meleklerin Aşkı,2018,11,1,Hamdi Alkan,Ersoy Güler,Show TV,['Romantik komedi'],0,0,1,0,0,0,1,Süreç Film,"Oya Başar,Berkay Hardal,Gülper Özdemir,Didem Balçın,Toygan Avanoğlu",120,Jingle Tv,0,0,0,Başarısız
377,Muhteşem İkili,2018,12,1,Çağatay Tosun,Emre Özdür,Kanal D,"['Aksiyon', 'Dram', 'Komedi', 'Polisiye']",0,1,1,1,1,0,0,TMC Film,"İbrahim Çelikkol,Kerem Bürsin,Özge Gürel,Öykü Karayel",140,Hasan Özsüt,1,0,0,Başarısız
378,Nefes Nefese,2018,10,1,Aydın Bulut,Selin Tunç,Star TV,"['Dram', 'Aksiyon']",0,1,0,1,0,0,0,TMC Film,"Şükrü Özyıldız,Melisa Şenolsun,Uğur Yücel",120,İlker Bayraktar,0,0,0,Başarısız
379,Sen Anlat Karadeniz,2018,64,3,Osman Sınav,Nehir Erdem,atv,['Dram'],0,1,0,0,0,0,0,Sinegraf,"Ulaş Tuna Astepe,İrem Helvacıoğlu,Mehmet Ali Nuroğlu",140,Unknown,1,0,0,Başarılı
380,Servet,2018,4,1,Emir Khalilzadeh,Murat Boyacıoğlu,Show TV,['Dram'],0,1,0,0,0,0,0,Ortaks Yapım,"Bahar Şahin,Yusuf Çim",130,Unknown,0,0,0,Başarısız
381,Şahin Tepesi,2018,6,1,Hilal Saral,Melek Gençoğlu,atv,"['Aşk', 'Dram']",0,1,0,0,0,0,1,Ay Yapım,"Zerrin Tekindor,Ebru Özkan,Boran Kuzum,Aybüke Pusat,Murat Aygen,Esra Dermancıoğlu,Kaan Taşaner,Leyla Tanlar",140,Toygar Işıklı,0,0,0,Başarısız
382,Şahsiyet,2018,20,2,Onur Saylak,Hakan Günday,puhutv,"['Dram', 'Polisiye']",0,1,0,1,1,0,0,Ay Yapım,"Haluk Bilginer,Cansu Dere,Metin Akdülger,Şebnem Bozoklu,Hüseyin Avni Danyal,Erdal Özyağcılar",60,Sertaç Özgümüş,0,1,0,Kısmen Başarılı
383,Tehlikeli Karım,2018,6,1,Çağrı Bayrak,Nalan Merter Savaş,Show TV,"['Dram', 'Romantik']",0,1,0,0,0,0,1,MF Yapım,"Gonca Vuslateri,Seçkin Özdemir,Mustafa Üstündağ,Bige Önal",120,Unknown,0,0,0,Başarısız
384,Tozkoparan,2018,55,3,Şevki Es,Mustafa Burak Doğu,TRT 1,"['Tarihî', 'Macera', 'Dram']",0,1,0,1,0,1,0,Veya Yapım,"Özgür Ege Nalcı,Yusuf Gökhan Atalay,Burak Kut,Burcu Altın,Tuana Naz Tiryaki,Leya Kırşan,Yağız Kılınç,Deniz Erayvaz,Alara Kardak",90,Özgür Zoral,0,0,0,Başarılı
385,Yasak Elma,2018,177,6,Neslihan Yeşilyurt,Melis Civelek,FOX,"['Dram', 'Komedi']",0,1,1,0,0,0,0,Medyapım,"Şevval Sam,Eda Ece,Talat Bulut,Sevda Erginci,Onur Tuna,Nesrin Cavadzade,Gökhan Alkan,Berk Oktay,Biran Damla Yılmaz,Murat Aygen,Barış Kılıç,Tuvana Türkay,Erdal Özyağcılar,Şafak Pekdemir",140,Unknown,0,0,0,Kısmen Olgun
386,Yaşamayanlar,2018,8,1,Alphan Eşeli,Şamil Yılmaz,BluTV,"['Dram', 'Fantastik', 'Bilimkurgu']",0,1,0,0,0,0,0,Unknown,"Kerem Bürsin,Birkan Sokullu,Elçin Sangu,Selma Ergeç",60,Unknown,0,0,0,Başarısız
387,Yuvamdaki Düşman,2018,6,1,Müge Uğurlar,Rüya İşçileri,Show TV,['Dram'],0,1,0,0,0,0,0,Düş Gezginleri Film,"Nebahat Çehre,Aslı Tandoğan,Pamir Pekin,Ece Çeşmioğlu,Pelin Öztekin,Pelin Karahan,Doğaç Yıldız",120,Atakan Ilgazdağ,0,0,0,Başarısız
388,7 Yüz,2017,7,1,Tunç Şahin,Tunç Şahin,BluTV,"['Dram', 'Komedi', 'Romantik']",0,1,1,0,0,0,1,Bir Film,"Melisa Sözen,Belçim Bilgin,Ekin Koç,Damla Sönmez,Engin Hepileri",60,Unknown,0,0,0,Başarısız
389,Adı Efsane,2017,29,1,Devrim Yalçın,Tunus Taşçı,Kanal D,"['Aşk', 'Dram', 'Gençlik', 'Spor']",0,1,0,0,0,0,1,D Productions,"Erdal Beşikçioğlu,Rojda Demirer,Gökçe Bahadır",140,Unknown,0,0,0,Başarısız
390,Aslan Ailem,2017,31,1,Başak Soysal,Ayça Mutlugil,TRT 1,"['Dram', 'Komedi', 'Aşk']",0,1,1,0,0,0,1,Es Film,"Burcu Özberk,Akın Akınözü,Zerrin Sümer,Ferdi Sancar,Benian Dönmez,Hakan Salınmış,Can Kolukısa",120,Serkan Çağrı,0,0,0,Başarısız
391,Aşk-ı Roman,2017,25,1,Semra Dündar,Hazal Öztürk,TV8,"['Aşk', 'Komedi', 'Mahalle', 'Dram']",0,1,1,0,0,0,1,Global Prodüksiyon,"Solmaz Çiros,Kaan Güvenilir",60,ErdinçÖzcan,0,0,0,Başarısız
392,Aşk ve Gurur,2017,6,1,Taner Akvardar,Yıldırım Kürter,Show TV,"['Dram', 'Aşk']",0,1,0,0,0,0,1,Limon Film,"Mert Fırat,Damla Sönmez,Alper Saldıran,Tülin Özen,Ahmet Rıfat Şungar",120,Cem Yıldız,0,0,0,Başarısız
393,Ateşböceği,2017,17,1,Barış Yöş,Ebru Hacıoğlu,Star TV,"['Aşk', 'Romantik komedi']",0,0,1,0,0,0,1,Mia Yapım,"Seçkin Özdemir,Nilay Deniz",150,Unknown,0,0,0,Başarısız
394,Badem Şekeri,2017,5,1,Aydın Bulut,Alper Erze,FOX,['Romantik komedi'],0,0,1,0,0,0,1,ANS Productions,"Burcu Özberk,Alper Saldıran,Mehmet Atay,Taner Taneri",101,Yılıdıray Gürgen,0,0,0,Başarısız
395,Bahtiyar Ölmez,2017,19,1,Cem Tabak,Hasan Burak Kayacı,atv,"['Komedi', 'Aksiyon']",0,0,1,1,0,0,0,Nehir Yapım (1-8)Baba Yapım (9-19),"Yetkin Dikinciler,Hande Subaşı",83,Unknown,0,0,0,Başarısız
396,Bir Deli Sevda,2017,4,1,Hakan İnan,Korcan Derinsu,Show TV,"['Dram', 'Aile', 'Aşk']",1,1,0,0,0,0,1,Pastel Film,"Erkan Kolçak Köstendil,Cansu Tosun,Erdinç Gülener,Deniz Uğur,Cankat Aydos,Esra Kızıldoğan,Itır Esen,Zafer Algöz,Erkan Can",120,Daniska,0,0,0,Başarısız
397,Bizim Hikaye,2017,70,2,Serdar Gözelekli,Hatice Meryem,FOX,"['Komedi', 'Dram']",0,1,1,0,0,0,0,Medyapım,"Hazal Kaya,Burak Deniz,Reha Özcan,Yağız Can Konyalı,Mehmet Korhan Fırat,Mehmetcan Mincinozlu,Sahra Şaş,Nejat Uygur",120,Unknown,0,0,0,Kısmen Başarılı
398,Bu Şehir Arkandan Gelecek,2017,20,1,Çağrı Vila Lostuvalı,Ece Yörenç,atv,"['Dram', 'Aşk', 'Aksiyon']",0,1,0,1,0,0,1,Ay Yapım,"Kerem Bürsin,Leyla Lydia Tuğutlu,Gürkan Uygun",150,Toygar Işıklı,1,0,0,Başarısız
399,Cennet'in Gözyaşları,2017,36,1,Sadullah Celen,Yekta Torun,atv,['Dram'],0,1,0,0,0,0,0,Süreç Film,"Berk Atan,Almila Ada,Esra Ronabar",120,Unknown,0,0,0,Başarısız
400,Çember,2017,11,2,Fulya Yavuzoğlu,Evren Oğuz,Star TV,"['Polisiye', 'Gerilim', 'Aksiyon']",0,0,0,1,1,0,0,ANS Productions,"Pelin Akil,Barış Bağcı,Anıl Altan,Serhat Kılıç,Olgun Toker,Özgürcan Çevik,Tuvana Türkay,Serdar Orçin",100,Unknown,0,0,0,Kısmen Başarılı
401,Çoban Yıldızı,2017,17,1,Kader Bayraktar,Gülizar Irmak,FOX,"['Dram', 'Romantik']",0,1,0,0,0,0,1,Most Production,"Şükrü Özyıldız,Selin Şekerci,Serhat Özcan,Menderes Samancılar,Selim Bayraktar,Sinem Ünsal,Özkan Uğur",120,Cem Yıldız,0,0,0,Başarısız
402,Çocuklar Duymasın,2017,76,2,Bora Tekay,Birol Güven,Kanal D,"['Komedi', 'Dram', 'Aile']",1,1,1,0,0,0,0,MinT Motion Pictures,"Tamer Karadağlı,Pınar Altuğ,Zeyno Günenç,Volkan Severcan,Mehmet Baran Erdoğan,Buse Sinem İren,Öykü Güven,Alp Eren Khamis,Gülin İyigün",120,Aydın Sarman,0,1,0,Kısmen Başarılı
403,Çukur,2017,131,4,Sinan Öztürk,Gökhan Horzum,Show TV,"['Aksiyon', 'Dram']",0,1,0,1,0,0,0,Ay Yapım,"Aras Bulut İynemli,Dilan Çiçek Deniz,Ercan Kesal Perihan Savaş,Şenay Gürler,Erkan Kolçak Köstendil,Öner Erkan,Rıza Kocaoğlu,Necip Memili,Damla Sönmez,Burak Sergen,Berkay Ateş,Erkan Avcı,Salih Kalyon,Nur Sürer,Mustafa Avkıran,Nejat İşler,Barış Arduç,Müfit Kayacan",120,Toygar Işıklı,0,1,1,Başarılı
404,Dayan Yüreğim,2017,13,1,Deniz Çelebi Dikilibaş,Alican Yaraş,FOX,['Dram'],0,1,0,0,0,0,0,Endemol Shine Turkey,"Mehmet Küçük,Ece Uslu,Cansel Elçin,Nilay Deniz,Berk Atan",120,Yıldıray Gürgen,0,0,0,Başarısız
405,Deli Gönül,2017,10,1,Selim Demirdelen,Barış Pirhasan,FOX,['Dram'],0,1,0,0,0,0,0,25 Film,"Murat Ünalmış,Tuvana Türkay,Ayşe Çiğdem Batur,Ogün Kaptanoğlu",130,Unknown,0,0,0,Başarısız
406,Dolunay,2017,26,1,Çağrı Bayrak,Ayşen Günsu Teker,Star TV,['Romantik komedi'],0,0,1,0,0,0,1,No Dokuz Productions,"Can Yaman,Özge Gürel",120,Cem Tuncer,0,0,0,Başarısız
407,Dostlar Mahallesi,2017,3,1,Ayhan Özen,Resul Ertaş,Kanal D,"['Komedi', 'Mahalle']",0,0,1,0,0,0,0,Erler Film,"Çağla Şikel,Alişan,Hande Katipoğlu,Ersin Korkut,Zeynep Eronat",120,Özgür Özasalan,0,0,0,Başarısız
408,Esaretim Sensin,2017,55,1,Ayşe Tügen,Merve Ateşoğlu,FOX,['Dram'],0,1,0,0,0,0,0,Focus Film,"Esengül Aypek,Yasemin Karataş,Metehan Şahiner,Murat Okur,Yasin Eryılmaz,Ozan Ali Korkut,Beytullah Pekok,Selin Işık,Kerem Baydar,Elif Melda Yılmaz,Özgür Özberk,Elif Göçkıran,Başak Vural",98,Unknown,0,0,0,Başarısız
409,Evlat Kokusu,2017,9,1,Erol ÖzleviGökçe Usta,Endemol Shine Yazı Grubu,Kanal D,"['Dram', 'Aşk']",0,1,0,0,0,0,1,Endemol Shine Turkey,"Barış Kılıç,Hande Soral,Murat Han,Sedef Avcı,Yeşim Salkım,Nail Kırmızıgül,Selen Uçer",120,Unknown,0,0,0,Başarısız
410,Fazilet Hanım ve Kızları,2017,50,2,Murat Saraçoğlu,Sırma Yanık,Star TV,['Dram'],0,1,0,0,0,0,0,Avşar Film,"Nazan Kesal,Deniz Baysal Yurtcu,Çağlar Ertuğrul,Mahir Günşiray,Tolga Güleç,Hazal Türesan,Afra Saraçoğlu,İdris Nebi Taşkan,Alp Navruz,Tuğba Melis Türk,Ecem Baltacı",150,Unknown,0,1,0,Kısmen Başarılı
411,Fi,2017,22,2,Mert Baykal,Nükhet Bıçakçı,puhutv,"['Aşk', 'Erotizm', 'Psikolojik gerilim', '[1]']",0,0,0,0,0,0,1,Ay Yapım,"Ozan Güven,Serenay Sarıkaya,Mehmet Günsür,Berrak Tüzünataç,Büşra Develi,Tülay Günal,Osman Sonant",60,Cem Öget,0,1,0,Kısmen Başarılı
412,Görünen Adam,2017,10,1,Onur Ünlü,Onur Ünlü,YouTube,"['Bilim Kurgu','Komedi']",0,0,1,0,0,0,0,Eflatun Film,"Erkan Kolçak Köstendil,Osman Sonant,Selim Bayraktar,Ece Dizdar,Betül Akdeniz",15,Unknown,0,0,0,Başarısız
413,Hayat Sırları,2017,11,1,Gül Oğuz,Mahinur Ergun,Star TV,['Dram'],0,1,0,0,0,0,0,Most Production,"Ekin Koç,Hazal Ergüçlü,Ahmet Mümtaz Taylan,Devrim Yakut,Olgun Toker",120,Unknown,0,0,0,Başarısız
414,Hayati ve Diğerleri,2017,6,1,Metin Balekoğlu,Onur Özcan,Kanal D,"['Komedi', 'Polisiye']",0,0,1,1,1,0,0,1441 Productions,"Celil Nalçakan,Günay Karacaoğlu,Levent Ülgen,Bülent Çolak,Bahtiyar Engin,İbrahim Selim,Gökhan Kıraç",120,Unknown,0,0,0,Başarısız
415,İçimdeki Fırtına,2017,6,1,Doğan Ümit Karaca,Yazı'hane,Star TV,"['Aksiyon', 'Dram']",0,1,0,1,0,0,0,Aslan Yapım,"Merve Boluğur,Yusuf Çim,Gizem Karaca,Burak Yamantürk,Tarık Papuççuoğlu,Mehmet Özgür,Hatice Aslan",120,Ender Akay,0,0,0,Başarısız
416,İki Yalancı,2017,9,1,Eda Teksöz,Gani Müjde,Kanal D,"['Komedi', 'Romantik']",0,0,1,0,0,0,1,Tükenmezkalem Film,"Keremcem,Yağmur Tanrısevsin",140,Unknown,0,0,0,Başarısız
417,İkisini de Sevdim,2017,3,1,Cem Tabak,Muharrem Buhara,atv,"['Dram', 'Aşk']",0,1,0,0,0,0,1,Erler Film,"Amine Gülşe,Burak Serdar Şanal, Oktay Gürsoy",120,Unknown,0,0,0,Başarısız
418,İsimsizler,2017,27,2,Osman Kaya,Mustafa Burak Doğu,Kanal D,"['Polisiye', 'Aksiyon', 'Askeri', 'Savaş']",0,0,0,1,1,0,0,Es Film,"Uğur Güneş,Algı Eke,Bülent Alkış,Çağkan Çulha,Mert Öcal,Musab Ekici,Osman Wöber",120,Yıldıray Gürgen,0,0,0,Kısmen Başarılı
419,İstanbullu Gelin,2017,87,3,Zeynep Günay,Teşrik-i Mesai,Star TV,['Dram'],0,1,0,0,0,0,0,O3 Medya,"Özcan Deniz,Aslı Enver",120,Unknown,0,1,0,Başarılı
420,Kadın,2017,81,3,Nadim Güç,Hande Altaylı,FOX,"['Dram', 'Psikolojik gerilim']",0,1,0,0,0,0,0,Medyapım,"Özge Özpirinçci,Caner Cindoruk,Bennu Yıldırımlar,Seray Kaya,Feyyaz Duman",120,Cem Tuncer,0,1,0,Başarılı
421,Kalk Gidelim,2017,135,3,Mustafa Şevki Doğan,Baykut Badem,TRT 1,"['Dram', 'Komedi', 'Aile']",1,1,1,0,0,0,0,Staff Film,"Ufuk Özkan,Erkan Sever,Ayça Varlıer,Mehtap Bayri,Beyazıt Gülercan",150,Aytuğ Yargıç,0,1,0,Başarılı
422,Kara Yazı,2017,6,1,Neslihan Yeşilyurt,Sema Ergenekon,Kanal D,['Dram'],0,1,0,0,0,0,0,Unknown,"Haluk Bilginer,Emre Kınay,Ushan Çakır,Gülper Özdemir, Zeynep Çamcı,Burak Çelik",120,Unknown,0,1,0,Başarısız
423,Kanatsız Kuşlar,2017,46,1,Kemal Uzun,Hakan Haksun,atv,['Dram'],0,1,0,0,0,0,0,Koliba Film,"Melis Tüzüngüç,Ümit İbrahim Kantarcılar,Ayten Gökçer,Ahmet Varlı,Deniz Bolışık,Fatih Al",140,Unknown,0,0,0,Başarısız
424,Kalp Atışı,2017,28,1,Yusuf Pirhasan,Makbule Kosif,Show TV,"['Dram', 'Romantik', 'Medikal']",0,1,0,0,0,0,1,MF Yapım,"Gökhan Alkan,Öykü Karayel",120,Unknown,1,0,0,Başarısız
425,Kayıtdışı,2017,8,1,Cevdet Mercan,Şahin Altuğ,FOX,"['Aksiyon', 'Derin devlet', 'Mafya', 'Politik']",0,0,0,1,0,0,0,Karga Seven Pictures,"Erkan Petekkaya,Songül Öden,Dolunay Soysert,İsmail Hacıoğlu",120,Unknown,0,1,0,Başarısız
426,Kızlarım İçin,2017,13,1,Mesude Tekin Erarslan,Zehra Yücell,Kanal D,['Dram'],0,1,0,0,0,0,0,Süreç Film,Fikret KuşkanTuvana TürkayElifcan OngurlarSanem YelesAhsen Eroğlu,120,Unknown,0,0,0,Başarısız
427,Klavye Delikanlıları,2017,8,1,Yahya Samancı,Murat Şeker,Show TV,['Komedi'],0,0,1,0,0,0,0,Süreç Film,"Rasim Öztekin,Kaan Yıldırım,Uraz Kaygılaroğlu,Vildan Atasever,Ali Barkın,Sinan Çalışkanoğlu,Filiz Taçbaş,Cengiz Küçükayvaz,İpek Tenolcay,Gül Onat,Onur Dilber",120,Unknown,0,0,0,Başarısız
428,Lise Devriyesi,2017,11,1,Yahya Samancı,Unknown,TRT 1,"['Gençlik', 'Polisiye', 'Komedi']",0,0,1,1,1,0,0,ARC Film,"Ozan Dolunay,Bahar Şahin,İsmail Ege Şaşmaz,Yusuf Gökhan Atalay,Asena Tuğal",150,Tuna Hizmetli,0,0,0,Başarısız
429,Masum,2017,8,1,Seren Yüce,Berkun Oya,BluTV,"['Polisiye', 'Suç', 'Dram']",0,1,0,1,1,0,0,D Productions,"Haluk Bilginer,Nur Sürer,Ali Atay,Okan Yalabık,Serkan Keskin,Tülin Özen",60,Unknown,0,1,0,Başarısız
430,Meryem,2017,30,1,Barış Erçetin,Meryem Gültabak,Kanal D,"['Dram', 'Aşk']",0,1,0,0,0,0,1,TMC Film,"Furkan Andıç,Ayça Ayşin,Turan Cemal Toktaş",130,Unknown,0,0,0,Başarısız
431,Nerdesin Birader,2017,4,1,Emre Kabakuşak,Sahne 77,FOX,"['Komedi', 'Aşk']",0,0,1,0,0,0,1,Film Evi Yapım,"Timur Acar,Gonca Sarıyıldız,Hakan Bilgin,Ruhi Sarı,Seren Deniz Yalçın,Deniz Can Aktaş",120,Unknown,1,0,0,Başarısız
432,Ölene Kadar,2017,13,1,Umur Turagay,Elif Usman Ergüden,atv,"['Dram', 'Aşk']",0,1,0,0,0,0,1,Tims Productions,"Engin Akyürek,Fahriye Evcen,Sarp Levendoğlu,Gülcan Arslan,Tansu Biçer,Ferdi Sancar,Demir Karahan,Zeki Eker",120,Unknown,0,0,0,Başarısız
433,Payitaht Abdülhamid,2017,154,5,Serdar Akar,Osman Bodur,TRT 1,"['Tarihî', 'Aksiyon', 'Dram', 'Kurgu']",0,1,0,1,0,1,0,Es Film,"Bülent İnal,Özlem Conker,Saygın Soysal,Ezgi Eyüboğlu,Akın Akınözü,Hakan Boyav,Selen Öztürk,Bahadır YenişehirlioğluGürkan Uygun",150,Yıldıray Gürgen,0,0,0,Kısmen Olgun
434,Rüya,2017,10,1,Cemal Şan,Ece Yörenç,Show TV,"['Romantik', 'Dram']",0,1,0,0,0,0,1,Gold Film,"Hazal Filiz Küçükköse,Ceyhun Mengiroğlu",150,Unknown,0,0,0,Başarısız
435,Sahipli,2017,10,1,Alper Mestçi,Alper Mestçi,BluTV,"['Gerilim', 'Korku']",0,0,0,1,0,0,0,D Productions,"Funda Güray,Baran Akbulut",40,Unknown,0,0,0,Başarısız
436,Savaşçı,2017,109,5,Volkan Kocatürk ,Süleyman Çobanoğlu,FOX,"['Askeri', 'Aksiyon', 'Dram', 'Savaş']",0,1,0,1,1,0,0,Limon Film,"Berk Oktay,Murat Serezli,Yıldız ÇağrıAtiksoy,Fırat Albayram,Burç Kümbetlioğlu,Sarp Levendoğlu,Murat Serezli,Tamer Karadağlı",120,Alpay Göltekin,0,1,0,Kısmen Olgun
437,Seni Kimler Aldı,2017,10,1,Sadullah Şentürk,Pınar Uysal,atv,['Dram'],0,1,0,0,0,0,0,Pastel Film,"Merve Anlağan,Yunus Günçe,Fulya Zenginer,Duygu Yetiş,Serhan Yavaş,Yiğit Kirazcı",120,Mayki Murat Başaran,0,0,0,Başarısız
438,Sevda'nın Bahçesi,2017,4,1,Emir Khalilzadeh,Birol Güven,Kanal D,"['Dram', 'Aşk']",0,1,0,0,0,0,1,Gold Film,"Sibel Can,Emre Kınay,Begüm Kütük,Mehmet Bozdoğan",140,Cem Öget,0,0,0,Başarısız
439,Seven Ne Yapmaz,2017,11,1,Bora Onur,Bazı Filmler Yazı Grubu,atv,"['Aşk', 'Romantik']",0,0,0,0,0,0,1,MF Yapım,"Yusuf Çim,Seren Şirince",120,Unknown,0,0,0,Başarısız
440,Siyah Beyaz Aşk,2017,32,1,Yasin Uslu,Eylem Canpolat,Kanal D,"['Dram', 'Aşk']",0,1,0,0,0,0,1,D Productions,"İbrahim Çelikkol,Birce Akalay",120,Yıldıray Gürgen,0,0,0,Başarısız
441,Siyah İnci,2017,20,1,Cem Karcı,Berkun Oya,Star TV,"['Dram', 'Aşk']",0,1,0,0,0,0,1,Gold Film,"Tolgahan Sayışman,Hande Erçel",140,Cem Öget,1,0,0,Başarısız
442,Söz,2017,84,3,Yağız Alp Akaydın,Ethem Özışık,Star TV,"['Askeri', 'Aksiyon', 'Savaş', 'Dram']",0,1,0,1,1,0,0,Tims&B Productions,"Tolga Sarıtaş,Aybüke Pusat,Deniz Baysal Yurtcu,Serhat Kılıç,Sarp Akkaya,Nihat Altınkaya,Aytaç Şaşmaz",140,Atakan Ilgazdağ,1,1,0,Başarılı
443,Şevkat Yerimdar,2017,44,1,Bülent İşbilen,Erol Hızarcı,FOX,['Komedi'],0,0,1,0,0,0,0,Limon Film,"Özgürcan Çevik,Başak Parlak",98,Barış Aryay,0,0,0,Başarısız
444,Tutsak,2017,9,1,Serhan Şahin,Gürkan Tanyas,Kanal D,['Dram'],0,1,0,0,0,0,0,1441 Prodüksiyon,"Pamir Pekin,Gülper Özdemir,Caner Şahin",130,Unknown,0,0,0,Başarısız
445,Türk Malı,2017,8,2,Jale Atabey,Tayfun Güneyer,Star TV,['Komedi'],0,0,1,0,0,0,0,Süreç Film,"Şafak Sezer,Mehmet Ali Erbil,Hasibe Eren,Nergis Kumbasar",125,Unknown,0,0,0,Kısmen Başarılı
446,Ufak Tefek Cinayetler,2017,44,2,Ali Bilgin,Meriç Acemi,Star TV,"['Psikolojik gerilim', 'Polisiye', 'Dram']",0,1,0,1,1,0,0,Ay Yapım,"Gökçe Bahadır,Aslıhan Gürbüz,Bade İşçil,Tülin Özen,Mert Fırat",120,Unknown,1,0,0,Kısmen Başarılı
447,Ver Elini Aşk,2017,11,1,Bora Onur,Ayşe Ferda Eryılmaz,Kanal D,"['Romantik komedi', 'Aşk']",0,0,1,0,0,0,1,Salacak Yapım,"Ali İl,Sevda Erginci",140,Unknown,0,0,0,Başarısız
448,Yalaza,2017,20,1,Osman Sınav,Hasan Kaçan,TRT 1,"['Komedi', 'Aile']",1,0,1,0,0,0,0,Sinegraf,"Sinan Albayrak,Didem Balçın,İpek Tuzcuoğlu,Hasan Kaçan,Kadir Çöpdemir",140,Unknown,1,0,0,Başarısız
449,Yeni Gelin,2017,63,3,Ersoy Güler,Ersoy Güler,Show TV,"['Komedi', 'Aşk', 'Drama']",0,1,1,0,0,0,1,Süreç Film,"Jessica May,Tolga Mendi",130,Unknown,0,0,0,Başarılı
450,Yıldızlar Şahidim,2017,4,1,Yıldız Hülya Bilban,Yazı Odası,Star TV,"['Dram', 'Aşk']",0,1,0,0,0,0,1,Süreç Film,"Canan Ergüder,Mesut Akusta,Berk Cankat,Özge Gürel",120,Volkan Akmehmet,0,0,0,Başarısız
